Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
173,160.0,RL,5306,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7.0,7.0,1987.0,1987.0,Gable,CompShg,HdBoard,HdBoard,Gd,Gd,PConc,495.0,215.0,354.0,1064.0,GasA,Gd,Y,1064.0,703.0,0.0,1767.0,1.0,0.0,2.0,0.0,2,1.0,Gd,5,Typ,1.0,2.0,504.0,Y,441.0,35,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,WD,Normal,239000
174,20.0,RL,10197,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,5.0,1961.0,1961.0,Gable,CompShg,WdShing,Wd Shng,TA,TA,CBlock,288.0,374.0,700.0,1362.0,GasA,TA,Y,1362.0,0.0,0.0,1362.0,1.0,0.0,1.0,1.0,3,1.0,TA,6,Typ,1.0,2.0,504.0,Y,0.0,20,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,COD,Normal,163000
175,20.0,RL,12416,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6.0,5.0,1986.0,1986.0,Gable,CompShg,VinylSd,Plywood,TA,TA,CBlock,1398.0,208.0,0.0,1606.0,GasA,TA,Y,1651.0,0.0,0.0,1651.0,1.0,0.0,2.0,0.0,3,1.0,TA,7,Min2,1.0,2.0,616.0,Y,192.0,0,0.0,0.0,0.0,0.0,0.0,11.0,2008.0,WD,Normal,184000
176,20.0,RL,12615,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6.0,7.0,1950.0,2001.0,Gable,CompShg,WdShing,Wd Shng,TA,TA,CBlock,477.0,0.0,725.0,1202.0,GasA,TA,Y,2158.0,0.0,0.0,2158.0,1.0,0.0,2.0,0.0,4,1.0,Gd,7,Typ,1.0,2.0,576.0,Y,0.0,29,39.0,0.0,0.0,0.0,0.0,6.0,2007.0,WD,Normal,243000
177,60.0,RL,10029,Pave,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6.0,5.0,1988.0,1989.0,Gable,CompShg,Plywood,Plywood,Gd,TA,PConc,831.0,0.0,320.0,1151.0,GasA,TA,Y,1164.0,896.0,0.0,2060.0,0.0,1.0,2.0,1.0,4,1.0,TA,8,Typ,1.0,2.0,521.0,Y,0.0,228,0.0,0.0,192.0,0.0,0.0,9.0,2007.0,WD,Normal,211000
178,50.0,RL,13650,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5.0,5.0,1958.0,1958.0,Gable,CompShg,MetalSd,MetalSd,Gd,Gd,CBlock,57.0,441.0,554.0,1052.0,GasA,Ex,Y,1252.0,668.0,0.0,1920.0,1.0,0.0,2.0,0.0,4,1.0,Gd,8,Typ,1.0,2.0,451.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,WD,Normal,172500
179,20.0,RL,17423,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9.0,5.0,2008.0,2009.0,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,1904.0,0.0,312.0,2216.0,GasA,Ex,Y,2234.0,0.0,0.0,2234.0,1.0,0.0,2.0,0.0,1,1.0,Ex,9,Typ,1.0,3.0,1166.0,Y,0.0,60,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,New,Partial,501837
180,30.0,RM,8520,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5.0,6.0,1923.0,2006.0,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,CBlock,0.0,0.0,968.0,968.0,GasA,TA,Y,968.0,0.0,0.0,968.0,0.0,0.0,1.0,0.0,2,1.0,TA,5,Typ,0.0,2.0,480.0,N,0.0,0,184.0,0.0,0.0,0.0,0.0,7.0,2007.0,WD,Normal,100000
181,160.0,FV,2117,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6.0,5.0,2000.0,2000.0,Gable,CompShg,MetalSd,MetalSd,Gd,TA,,436.0,0.0,320.0,756.0,GasA,Ex,Y,769.0,756.0,0.0,1525.0,0.0,0.0,2.0,1.0,3,1.0,Gd,5,Typ,1.0,2.0,440.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,WD,Normal,177000
182,70.0,RL,7588,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7.0,6.0,1920.0,1950.0,Gable,CompShg,Stucco,Stucco,TA,TA,BrkTil,352.0,0.0,441.0,793.0,GasA,Gd,Y,901.0,901.0,0.0,1802.0,0.0,0.0,1.0,1.0,4,1.0,TA,9,Typ,1.0,1.0,216.0,Y,0.0,0,40.0,0.0,0.0,0.0,0.0,7.0,2006.0,WD,Normal,200100
183,20.0,RL,9060,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5.0,6.0,1957.0,2006.0,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,0.0,0.0,0.0,0.0,GasA,Ex,Y,1340.0,0.0,0.0,1340.0,0.0,0.0,1.0,0.0,3,1.0,TA,7,Typ,1.0,1.0,252.0,Y,116.0,0,0.0,180.0,0.0,0.0,0.0,6.0,2007.0,WD,Normal,120000
184,50.0,RM,11426,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7.0,5.0,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0.0,0.0,1362.0,1362.0,GasA,Ex,Y,1362.0,720.0,0.0,2082.0,0.0,0.0,2.0,1.0,3,1.0,Gd,6,Mod,0.0,2.0,484.0,N,280.0,238,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,WD,Normal,200000
185,50.0,RL,7438,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5.0,8.0,1908.0,1991.0,Gable,CompShg,AsbShng,Plywood,TA,TA,PConc,0.0,0.0,504.0,504.0,GasA,Gd,Y,936.0,316.0,0.0,1252.0,0.0,0.0,1.0,0.0,3,1.0,TA,5,Typ,0.0,2.0,576.0,Y,104.0,0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,WD,Normal,127000
186,75.0,RM,22950,Pave,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10.0,9.0,1892.0,1993.0,Gable,WdShngl,Wd Sdng,Wd Sdng,Gd,Gd,BrkTil,0.0,0.0,1107.0,1107.0,GasA,Ex,Y,1518.0,1518.0,572.0,3608.0,0.0,0.0,2.0,1.0,4,1.0,Ex,12,Typ,2.0,3.0,840.0,Y,0.0,260,0.0,0.0,410.0,0.0,0.0,6.0,2006.0,WD,Normal,475000
187,80.0,RL,9947,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7.0,5.0,1990.0,1991.0,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,611.0,0.0,577.0,1188.0,GasA,Ex,Y,1217.0,0.0,0.0,1217.0,1.0,0.0,2.0,0.0,3,1.0,Gd,6,Typ,0.0,2.0,497.0,Y,168.0,27,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,WD,Normal,173000
188,50.0,RL,10410,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5.0,7.0,1916.0,1987.0,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,0.0,0.0,660.0,660.0,GasA,Ex,Y,808.0,704.0,144.0,1656.0,0.0,0.0,2.0,1.0,3,1.0,TA,8,Min2,0.0,1.0,180.0,N,0.0,0,0.0,140.0,0.0,0.0,0.0,8.0,2009.0,WD,Normal,135000
189,90.0,RL,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5.0,5.0,1979.0,1979.0,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,1086.0,0.0,0.0,1086.0,GasA,TA,Y,1224.0,0.0,0.0,1224.0,2.0,0.0,0.0,2.0,2,2.0,TA,6,Typ,2.0,2.0,528.0,Y,120.0,0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,WD,Alloca,153337
190,120.0,RL,4923,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8.0,5.0,2001.0,2002.0,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,1153.0,0.0,440.0,1593.0,GasA,Ex,Y,1593.0,0.0,0.0,1593.0,1.0,0.0,1.0,1.0,0,1.0,Ex,5,Typ,1.0,2.0,682.0,Y,0.0,120,0.0,0.0,224.0,0.0,0.0,8.0,2008.0,WD,Normal,286000
191,70.0,RL,10570,Pave,Reg,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8.0,8.0,1932.0,1994.0,Hip,CompShg,BrkFace,BrkFace,Gd,TA,CBlock,297.0,0.0,556.0,853.0,GasA,TA,Y,1549.0,1178.0,0.0,2727.0,0.0,0.0,2.0,1.0,3,1.0,Gd,10,Maj1,2.0,2.0,440.0,Y,0.0,74,0.0,0.0,0.0,0.0,0.0,12.0,2007.0,WD,Normal,315000
192,60.0,RL,7472,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7.0,9.0,1972.0,2004.0,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,626.0,0.0,99.0,725.0,GasA,Gd,Y,725.0,754.0,0.0,1479.0,1.0,0.0,1.0,1.0,4,1.0,Gd,7,Typ,0.0,2.0,484.0,Y,0.0,32,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,WD,Normal,184000
193,20.0,RL,9017,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,1999.0,1999.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,560.0,0.0,871.0,1431.0,GasA,Ex,Y,1431.0,0.0,0.0,1431.0,1.0,0.0,2.0,0.0,3,1.0,Gd,6,Typ,0.0,2.0,666.0,Y,0.0,35,0.0,0.0,0.0,0.0,0.0,9.0,2009.0,WD,Normal,192000
194,160.0,RM,2522,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0.0,0.0,970.0,970.0,GasA,Ex,Y,970.0,739.0,0.0,1709.0,0.0,0.0,2.0,0.0,3,1.0,Gd,7,Maj1,0.0,2.0,380.0,Y,0.0,40,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,WD,Normal,130000
195,20.0,RL,7180,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.0,7.0,1972.0,1972.0,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,390.0,0.0,474.0,864.0,GasA,TA,Y,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,3,1.0,TA,5,Typ,0.0,1.0,352.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,WD,Normal,127000
196,160.0,RL,2280,Pave,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6.0,6.0,1976.0,1976.0,Gable,CompShg,Plywood,Brk Cmn,TA,TA,CBlock,566.0,0.0,289.0,855.0,GasA,TA,Y,855.0,601.0,0.0,1456.0,0.0,0.0,2.0,1.0,3,1.0,TA,7,Typ,1.0,2.0,440.0,Y,87.0,0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,WD,Normal,148500
197,20.0,RL,9416,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7.0,5.0,2007.0,2007.0,Hip,CompShg,CemntBd,CmentBd,Ex,TA,PConc,1126.0,0.0,600.0,1726.0,GasA,Ex,Y,1726.0,0.0,0.0,1726.0,1.0,0.0,2.0,0.0,3,1.0,Ex,8,Typ,1.0,3.0,786.0,Y,171.0,138,0.0,0.0,266.0,0.0,0.0,9.0,2007.0,New,Partial,311872
198,75.0,RL,25419,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,8.0,4.0,1918.0,1990.0,Gable,CompShg,Stucco,Stucco,Gd,Gd,PConc,1036.0,184.0,140.0,1360.0,GasA,Gd,Y,1360.0,1360.0,392.0,3112.0,1.0,1.0,2.0,0.0,4,1.0,Gd,8,Typ,1.0,2.0,795.0,Y,0.0,16,552.0,0.0,0.0,512.0,0.0,3.0,2006.0,WD,Abnorml,235000
199,75.0,RM,5520,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,6.0,6.0,1912.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,0.0,0.0,755.0,755.0,GasA,Ex,Y,929.0,929.0,371.0,2229.0,0.0,0.0,1.0,0.0,5,1.0,TA,8,Typ,0.0,0.0,0.0,Y,0.0,198,30.0,0.0,0.0,0.0,0.0,7.0,2009.0,WD,Abnorml,104000
200,20.0,RL,9591,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8.0,5.0,2004.0,2005.0,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1088.0,0.0,625.0,1713.0,GasA,Ex,Y,1713.0,0.0,0.0,1713.0,1.0,0.0,2.0,0.0,3,1.0,Ex,7,Typ,1.0,3.0,856.0,Y,0.0,26,0.0,0.0,170.0,0.0,0.0,1.0,2009.0,WD,Normal,274900
201,,RM,8546,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4.0,5.0,2003.0,2004.0,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0.0,0.0,1121.0,1121.0,GasA,Ex,Y,1121.0,0.0,0.0,1121.0,0.0,0.0,2.0,0.0,2,1.0,TA,5,Typ,0.0,2.0,440.0,Y,132.0,64,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,WD,Normal,140000
202,20.0,RL,10125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6.0,6.0,1977.0,1977.0,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,641.0,279.0,276.0,1196.0,GasA,TA,Y,1279.0,0.0,0.0,1279.0,0.0,1.0,2.0,0.0,3,1.0,TA,6,Typ,2.0,2.0,473.0,Y,238.0,83,0.0,0.0,0.0,0.0,0.0,2.0,2008.0,WD,Normal,171500
203,50.0,RL,7000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6.0,6.0,1924.0,1950.0,Gable,CompShg,MetalSd,MetalSd,TA,Gd,BrkTil,617.0,0.0,0.0,617.0,GasA,Gd,Y,865.0,445.0,0.0,1310.0,0.0,0.0,2.0,0.0,2,1.0,TA,6,Min1,0.0,1.0,398.0,Y,0.0,0,126.0,0.0,0.0,0.0,0.0,5.0,2006.0,COD,,112000
204,120.0,RM,4438,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,662.0,0.0,186.0,848.0,GasA,Ex,Y,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1,1.0,Gd,3,Typ,1.0,2.0,420.0,Y,149.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2008.0,WD,Normal,149000
205,50.0,RM,3500,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5.0,7.0,1947.0,1950.0,Gable,CompShg,AsbShng,AsbShng,TA,TA,CBlock,312.0,0.0,408.0,720.0,GasA,TA,Y,720.0,564.0,0.0,1284.0,0.0,0.0,1.0,1.0,2,1.0,TA,5,Typ,0.0,1.0,240.0,Y,0.0,35,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,WD,Normal,110000
206,20.0,RL,11851,Pave,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7.0,5.0,1990.0,1990.0,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,0.0,0.0,1424.0,1424.0,GasA,Ex,Y,1442.0,0.0,0.0,1442.0,0.0,0.0,2.0,0.0,3,1.0,TA,5,Typ,0.0,2.0,500.0,Y,0.0,34,0.0,508.0,0.0,0.0,0.0,5.0,2009.0,WD,Normal,180500
207,20.0,RL,13673,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5.0,5.0,1962.0,1962.0,Gable,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,0.0,0.0,1140.0,1140.0,GasA,TA,Y,1696.0,0.0,0.0,1696.0,0.0,0.0,1.0,1.0,3,1.0,TA,8,Min2,1.0,1.0,349.0,Y,0.0,30,0.0,0.0,0.0,0.0,0.0,3.0,2007.0,WD,Normal,143900
208,20.0,RL,12493,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4.0,5.0,1960.0,1960.0,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,419.0,306.0,375.0,1100.0,GasA,TA,Y,1100.0,0.0,0.0,1100.0,1.0,0.0,1.0,0.0,3,1.0,TA,6,Typ,1.0,1.0,312.0,Y,355.0,0,0.0,0.0,0.0,0.0,0.0,4.0,2008.0,WD,Normal,141000
209,60.0,RL,14364,Pave,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7.0,5.0,1988.0,1989.0,Gable,CompShg,Plywood,Plywood,Gd,TA,CBlock,1065.0,0.0,92.0,1157.0,GasA,Ex,Y,1180.0,882.0,0.0,2062.0,1.0,0.0,2.0,1.0,3,1.0,TA,7,Typ,1.0,2.0,454.0,Y,60.0,55,0.0,0.0,154.0,0.0,0.0,4.0,2007.0,WD,Normal,277000
210,20.0,RL,8250,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,7.0,1964.0,1964.0,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,787.0,0.0,305.0,1092.0,GasA,Ex,Y,1092.0,0.0,0.0,1092.0,1.0,0.0,1.0,0.0,3,1.0,TA,6,Typ,0.0,2.0,504.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,WD,Normal,145000
211,30.0,RL,5604,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,6.0,1925.0,1950.0,Gable,CompShg,Stucco,Stucco,TA,TA,CBlock,468.0,0.0,396.0,864.0,GasA,TA,N,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,2,1.0,TA,5,Typ,0.0,0.0,0.0,Y,0.0,0,96.0,0.0,0.0,0.0,0.0,4.0,2008.0,WD,Normal,98000
212,20.0,RL,10420,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6.0,5.0,2009.0,2009.0,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,36.0,0.0,1176.0,1212.0,GasA,Ex,Y,1212.0,0.0,0.0,1212.0,0.0,0.0,2.0,0.0,3,1.0,Gd,6,Typ,0.0,2.0,460.0,Y,100.0,22,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,WD,Normal,186000
213,60.0,FV,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7.0,5.0,2009.0,2009.0,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,822.0,0.0,78.0,900.0,GasA,Ex,Y,932.0,920.0,0.0,1852.0,1.0,0.0,2.0,1.0,3,1.0,Gd,7,Typ,1.0,2.0,644.0,Y,168.0,108,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,New,Partial,252678
214,20.0,RL,13568,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.0,5.0,1995.0,1995.0,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,716.0,0.0,274.0,990.0,GasA,Ex,Y,990.0,0.0,0.0,990.0,0.0,1.0,1.0,0.0,3,1.0,TA,5,Typ,0.0,2.0,576.0,Y,224.0,0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,WD,Normal,156000
215,60.0,RL,10900,Pave,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6.0,7.0,1977.0,1977.0,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,378.0,0.0,311.0,689.0,GasA,Ex,Y,689.0,703.0,0.0,1392.0,0.0,0.0,1.0,1.0,3,1.0,TA,6,Typ,0.0,1.0,299.0,Y,0.0,36,0.0,0.0,0.0,0.0,450.0,3.0,2010.0,WD,Normal,161750
216,20.0,RL,10011,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,6.0,1957.0,1996.0,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,360.0,0.0,710.0,1070.0,GasA,TA,Y,1236.0,0.0,0.0,1236.0,0.0,1.0,1.0,0.0,2,1.0,Gd,6,Min1,1.0,1.0,447.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,WD,Normal,134450
217,20.0,RL,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,946.0,0.0,490.0,1436.0,GasA,Ex,Y,1436.0,0.0,0.0,1436.0,1.0,0.0,2.0,0.0,3,,Gd,8,Typ,0.0,2.0,484.0,Y,139.0,98,0.0,0.0,0.0,0.0,0.0,4.0,2008.0,WD,Normal,210000
218,70.0,RM,9906,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4.0,4.0,1925.0,1950.0,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,0.0,0.0,686.0,686.0,GasA,Fa,N,810.0,518.0,0.0,1328.0,0.0,0.0,1.0,0.0,3,1.0,TA,8,Typ,0.0,1.0,210.0,Y,0.0,172,60.0,0.0,0.0,0.0,0.0,9.0,2006.0,WD,Family,107000
219,50.0,RL,15660,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7.0,9.0,1939.0,2006.0,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,CBlock,341.0,0.0,457.0,798.0,GasA,Ex,Y,1137.0,817.0,0.0,1954.0,0.0,1.0,1.0,1.0,3,1.0,Gd,8,Typ,2.0,2.0,431.0,Y,0.0,119,150.0,0.0,0.0,0.0,0.0,5.0,2008.0,WD,Normal,311500
220,120.0,RL,3010,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7.0,5.0,2005.0,2006.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,16.0,0.0,1232.0,1248.0,GasA,Ex,Y,1248.0,0.0,0.0,1248.0,0.0,0.0,2.0,0.0,2,1.0,Gd,5,Typ,0.0,2.0,438.0,Y,108.0,0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,New,Partial,167240
221,20.0,RL,8990,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,,0.0,1498.0,1498.0,GasA,Ex,Y,1498.0,0.0,0.0,1498.0,0.0,0.0,2.0,0.0,2,1.0,Gd,5,Typ,0.0,2.0,675.0,Y,351.0,33,0.0,0.0,0.0,0.0,0.0,4.0,2006.0,New,Partial,204900
222,60.0,RL,8068,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,5.0,2002.0,2002.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0.0,0.0,1010.0,1010.0,GasA,Ex,Y,1010.0,1257.0,0.0,2267.0,0.0,0.0,2.0,1.0,4,1.0,Gd,8,Typ,1.0,2.0,390.0,Y,120.0,46,0.0,0.0,0.0,0.0,0.0,12.0,2009.0,ConLI,Normal,200000
223,60.0,RL,11475,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6.0,,1975.0,1975.0,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,550.0,0.0,163.0,713.0,GasA,TA,Y,811.0,741.0,0.0,1552.0,1.0,0.0,2.0,1.0,3,1.0,TA,6,Typ,1.0,2.0,434.0,Y,209.0,208,0.0,0.0,0.0,0.0,0.0,2.0,2006.0,WD,Normal,179900
224,20.0,RL,10500,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4.0,6.0,1971.0,1971.0,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,524.0,180.0,160.0,864.0,GasA,Gd,Y,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,2,1.0,TA,4,Typ,0.0,2.0,576.0,Y,216.0,0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,WD,Abnorml,97000
225,20.0,RL,13472,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10.0,5.0,2003.0,2003.0,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,56.0,0.0,2336.0,2392.0,GasA,Ex,Y,2392.0,0.0,0.0,2392.0,0.0,0.0,2.0,0.0,3,1.0,Ex,8,Typ,1.0,3.0,968.0,Y,248.0,105,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,WD,Normal,386250
226,160.0,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5.0,5.0,1971.0,1971.0,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,0.0,0.0,630.0,630.0,GasA,TA,Y,630.0,672.0,0.0,1302.0,0.0,0.0,2.0,1.0,3,1.0,TA,6,Typ,0.0,1.0,280.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,COD,Abnorml,112000
